,1,2,3,4,5,6,7
0,0.05,17.0,0.0,0.22842620318534912,1.2159271078949507,1.4344,2.6784
1,0.05,17.015942238595155,-0.015942238595154593,0.22844285693970662,1.2160821829270236,1.4344,2.6784
2,0.05,17.03188487070499,-0.031884870704990555,0.22845948234917296,1.216237010919459,1.4344,2.6784
3,0.05,17.04782789565242,-0.047827895652421556,0.2284760794853321,1.2163915924554,1.4344,2.6784
4,0.05,17.063771311412882,-0.0637713114128846,0.2284926484181283,1.216545928103123,1.4344,2.6784
5,0.05,17.079715119504254,-0.07971511950425514,0.22850918922094757,1.2167000184633712,1.4344,2.6784
6,0.05,17.095659319926533,-0.09565931992653319,0.2285257019653508,1.216853864120298,1.4344,2.6784
7,0.05,17.111603909678326,-0.11160390967832724,0.2285421867195561,1.2170074656273135,1.4344,2.6784
8,0.05,17.12754888580023,-0.12754888580022977,0.22855864355160452,1.2171608235365703,1.4344,2.6784
9,0.05,17.14349425102304,-0.14349425102303892,0.22857507253517526,1.217313938453161,1.4344,2.6784
10,0.05,17.15944000529255,-0.15944000529254876,0.2285914737408267,1.217466810953499,1.4344,2.6784
11,0.05,17.17538614855455,-0.17538614855455334,0.22860784723887886,1.217619441612175,1.4344,2.6784
12,0.05,17.191332680754847,-0.19133268075484675,0.2286241930994147,1.2177718310019667,1.4344,2.6784
13,0.05,17.207279601839222,-0.207279601839223,0.22864051139228114,1.2179239796938433,1.4344,2.6784
14,0.05,17.223226910762023,-0.22322691076202233,0.22865680218607776,1.2180758882475375,1.4344,2.6784
15,0.05,17.2391746011287,-0.23917460112869715,0.22867306554372702,1.2182275571702204,1.4344,2.6784
16,0.05,17.255122677126707,-0.2551226771267059,0.22868930153872594,1.21837898706806,1.4344,2.6784
17,0.05,17.271071138336204,-0.2710711383362031,0.22870551023963123,1.2185301785015437,1.4344,2.6784
18,0.05,17.287019984337345,-0.2870199843373434,0.22872169171477105,1.2186811320294084,1.4344,2.6784
19,0.05,17.30296921471028,-0.3029692147102812,0.22873784603224548,1.2188318482086484,1.4344,2.6784
20,0.05,17.318918829035173,-0.3189188290351711,0.2287539732599278,1.2189823275945195,1.4344,2.6784
21,0.05,17.33486882689217,-0.3348688268921677,0.22877007346546535,1.2191325707405483,1.4344,2.6784
22,0.05,17.3508192049148,-0.3508192049148011,0.2287861467133137,1.219282578170848,1.4344,2.6784
23,0.05,17.36676996383056,-0.3667699638305609,0.22880219307183952,1.2194323504464017,1.4344,2.6784
24,0.05,17.38272110349798,-0.3827211034979783,0.2288182126083064,1.2195818881182734,1.4344,2.6784
25,0.05,17.39867262333095,-0.3986726233309512,0.22883420538930843,1.2197311917316485,1.4344,2.6784
26,0.05,17.414624522743377,-0.4146245227433777,0.22885017148121956,1.2198802618300248,1.4344,2.6784
27,0.05,17.430576801149154,-0.43057680114915564,0.2288661109501944,1.2200290989552205,1.4344,2.6784
28,0.05,17.446529457962182,-0.44652945796218285,0.22888202386216916,1.2201777036473782,1.4344,2.6784
29,0.05,17.46248249205297,-0.4624824920529731,0.22889791028232193,1.2203260764399237,1.4344,2.6784
30,0.05,17.478435902691185,-0.4784359026911855,0.22891377027601437,1.220474217868357,1.4344,2.6784
31,0.05,17.49438968967231,-0.494389689672313,0.22892960390891476,1.2206221284714025,1.4344,2.6784
32,0.05,17.510343852397046,-0.5103438523970496,0.2289454112460832,1.2207698087824617,1.4344,2.6784
33,0.05,17.52629839026609,-0.5262983902660894,0.228961192352366,1.2209172593332955,1.4344,2.6784
34,0.05,17.542253302680123,-0.5422533026801261,0.22897694729239637,1.2210644806540287,1.4344,2.6784
35,0.05,17.55820858903985,-0.5582085890398538,0.2289926761305956,1.2212114732731576,1.4344,2.6784
36,0.05,17.574164248745966,-0.5741642487459665,0.22900837893117362,1.2213582377175558,1.4344,2.6784
37,0.05,17.590120281199155,-0.590120281199158,0.22902405575813004,1.2215047745124805,1.4344,2.6784
38,0.05,17.60607668580012,-0.6060766858001224,0.22903970667525492,1.2216510841815784,1.4344,2.6784
39,0.05,17.622033461949552,-0.6220334619495537,0.22905533174612985,1.2217971672468928,1.4344,2.6784
40,0.05,17.637990609048142,-0.6379906090481458,0.2290709310341284,1.221943024228868,1.4344,2.6784
41,0.05,17.65394812649659,-0.6539481264965925,0.22908650460241733,1.2220886556463573,1.4344,2.6784
42,0.05,17.669906014281437,-0.6699060142814391,0.22910205251452764,1.222234062021962,1.4344,2.6784
43,0.05,17.68586427339124,-0.6858642733912413,0.229117574834755,1.222379243885779,1.4344,2.6784
44,0.05,17.701822901462496,-0.7018229014624964,0.22913307162392815,1.2225242017358173,1.4344,2.6784
45,0.05,17.717781897902828,-0.7177818979028319,0.22914854294439918,1.2226689360846688,1.4344,2.6784
46,0.05,17.733741262119874,-0.7337412621198752,0.22916398885831743,1.222813447443363,1.4344,2.6784
47,0.05,17.74970099352125,-0.7497009935212542,0.22917940942763018,1.222957736321374,1.4344,2.6784
48,0.05,17.765661091514595,-0.7656610915145964,0.22919480471408374,1.2231018032266254,1.4344,2.6784
49,0.05,17.781621555507527,-0.7816215555075292,0.22921017477922392,1.2232456486654963,1.4344,2.6784
50,0.05,17.797582384907678,-0.7975823849076803,0.22922551968439706,1.2233892731428282,1.4344,2.6784
51,0.05,17.813543579122676,-0.8135435791226773,0.2292408394907507,1.2235326771619288,1.4344,2.6784
52,0.05,17.829505137560144,-0.8295051375601478,0.2292561342592346,1.2236758612245804,1.4344,2.6784
53,0.05,17.845467059627715,-0.8454670596277192,0.22927140405060134,1.223818825831043,1.4344,2.6784
54,0.05,17.86142934473302,-0.8614293447330192,0.22928664892540715,1.2239615714800622,1.4344,2.6784
55,0.05,17.877391992283673,-0.8773919922836754,0.22930186894401275,1.2241040986688743,1.4344,2.6784
56,0.05,17.89335500168731,-0.8933550016873153,0.22931706416658415,1.2242464078932112,1.4344,2.6784
57,0.05,17.909318372351564,-0.9093183723515664,0.22933223465309335,1.224388499647307,1.4344,2.6784
58,0.05,17.925282103684054,-0.9252821036840565,0.2293473804633193,1.2245303744239031,1.4344,2.6784
59,0.05,17.94124619509241,-0.9412461950924129,0.22936250165684832,1.2246720327142546,1.4344,2.6784
60,0.05,17.95721064598426,-0.9572106459842635,0.22937759829307539,1.224813475008135,1.4344,2.6784
61,0.05,17.973175455767233,-0.9731754557672356,0.22939267043120437,1.2249547017938422,1.4344,2.6784
62,0.05,17.989140623848954,-0.9891406238489568,0.2294077181302492,1.225095713558204,1.4344,2.6784
63,0.05,18.00510614963705,-1.0051061496370548,0.22942274144903452,1.225236510786584,1.4344,2.6784
64,0.05,18.021072032539156,-1.0210720325391571,0.22943774044619625,1.2253770939628859,1.4344,2.6784
65,0.05,18.03703827196289,-1.0370382719628912,0.2294527151801826,1.225517463569561,1.4344,2.6784
66,0.05,18.05300486731588,-1.0530048673158847,0.2294676657092547,1.2256576200876113,1.4344,2.6784
67,0.05,18.068971818005764,-1.0689718180057655,0.2294825920914874,1.225797563996597,1.4344,2.6784
68,0.05,18.084939123440158,-1.0849391234401606,0.2294974943847699,1.2259372957746404,1.4344,2.6784
69,0.05,18.100906783026694,-1.100906783026698,0.22951237264680663,1.2260768158984325,1.4344,2.6784
70,0.05,18.116874796173004,-1.1168747961730052,0.22952722693511798,1.2262161248432373,1.4344,2.6784
71,0.05,18.132843168268902,-1.132843168268905,0.22954205731259214,1.2263552231349675,1.4344,2.6784
72,0.05,18.1488118962677,-1.1488118962677016,0.2295568638340825,1.226494111224481,1.4344,2.6784
73,0.05,18.164780976988034,-1.164780976988038,0.22957164655415097,1.2266327895601872,1.4344,2.6784
74,0.05,18.180750409868594,-1.1807504098685957,0.22958640552961326,1.2267712586119297,1.4344,2.6784
75,0.05,18.196720194348053,-1.1967201943480579,0.22960114081710456,1.2269095188481507,1.4344,2.6784
76,0.05,18.212690329865104,-1.212690329865106,0.2296158524730802,1.2270475707358957,1.4344,2.6784
77,0.05,18.22866081585842,-1.2286608158584227,0.22963054055381615,1.2271854147408183,1.4344,2.6784
78,0.05,18.244631651766685,-1.24463165176669,0.2296452051154101,1.2273230513271873,1.4344,2.6784
79,0.05,18.260602837028586,-1.26060283702859,0.2296598462137818,1.2274604809578902,1.4344,2.6784
80,0.05,18.276574371082802,-1.2765743710828052,0.22967446390467394,1.2275977040944384,1.4344,2.6784
81,0.05,18.292546253368016,-1.2925462533680177,0.22968905824365296,1.2277347211969727,1.4344,2.6784
82,0.05,18.308518483322906,-1.3085184833229098,0.22970362928610952,1.227871532724269,1.4344,2.6784
83,0.05,18.324491060386162,-1.3244910603861635,0.22971817708725925,1.2280081391337423,1.4344,2.6784
84,0.05,18.340463983996457,-1.3404639839964614,0.22973270170214366,1.2281445408814518,1.4344,2.6784
85,0.05,18.356437253592482,-1.3564372535924851,0.22974720318563052,1.2282807384221068,1.4344,2.6784
86,0.05,18.372410868612914,-1.3724108686129175,0.2297616815924147,1.2284167322090713,1.4344,2.6784
87,0.05,18.388384828496438,-1.3883848284964404,0.2297761369770188,1.2285525226943679,1.4344,2.6784
88,0.05,18.404359132681734,-1.404359132681736,0.22979056939379397,1.2286881103286849,1.4344,2.6784
89,0.05,18.420333780607482,-1.4203337806074867,0.2298049788969203,1.2288234955613788,1.4344,2.6784
90,0.05,18.436308771712373,-1.4363087717123748,0.22981936554040788,1.2289586788404816,1.4344,2.6784
